state rawpoll_trump adjpoll_trump
"New Hampshire" 29.0 34.0767
U.S. 45.46 43.12417
U.S. 40.0 44.1968
Washington 26.91 36.19688
U.S. 47.41 45.21025
U.S. 35.2 39.1528
Ohio 38.71 40.15748
U.S. 33.4 37.34782
Kentucky 39.74 48.93023
Pennsylvania 34.57 43.11867
Virginia 36.67 37.78318
U.S. 40.0 41.73727
"South Carolina" 39.4 48.2468
Michigan 42.49 42.97324
Nevada 35.73 45.24602
Oregon 39.05 40.88701
U.S. 39.0 43.24513
U.S. 47.22 45.06423
"New York" 28.83 37.55706
Wisconsin 36.52 38.19122
U.S. 34.3 38.22815
U.S. 38.0 42.26849
U.S. 36.0 40.3516
U.S. 36.0 40.29124
Ohio 35.47 44.15148
Texas 39.55 48.13791
California 25.03 26.58922
U.S. 46.05 43.75163
Mississippi 46.0 48.58309
U.S. 33.0 40.55894
Maryland 29.37 31.20725
U.S. 46.68 44.57675
Oklahoma 39.25 48.57603
Illinois 29.27 37.91743
U.S. 45.83 43.77816
U.S. 33.4 37.29958
U.S. 32.68 41.65505
Montana 33.17 42.96688
Alabama 56.78 65.54175
Arkansas 40.99 50.38299
Minnesota 24.77 33.91272
U.S. 35.5 39.36257
U.S. 46.11 43.84645
Tennessee 46.25 55.42144
U.S. 37.0 41.55085
U.S. 37.0 41.61221
Massachusetts 22.0 32.08472
Connecticut 40.0 40.03806
Maryland 25.86 34.99495
U.S. 36.0 40.3959
Pennsylvania 43.29 44.41321
Florida 41.41 43.58127
Arizona 46.01 47.2265
U.S. 38.4 41.84096
U.S. 36.8 40.62539
"New York" 33.0 35.70807
"New Mexico" 25.97 35.63421
U.S. 40.0 44.17451
U.S. 47.03 44.81283
"New Jersey" 32.85 35.22437
U.S. 43.0 47.25718
Florida 39.97 48.62693
Ohio 40.69 41.79638
Arizona 35.0 39.74503
Massachusetts 26.0 30.35689
U.S. 44.15 42.14486
"North Carolina" 37.33 46.03741
Louisiana 46.2 55.25114
Virginia 29.96 38.81243
"New Jersey" 29.03 38.11025
U.S. 36.9 40.3545
U.S. 36.0 40.48804
U.S. 37.0 42.05291
Georgia 44.61 53.4427
Florida 41.88 43.71222
"North Carolina" 44.26 45.3984
Colorado 23.91 33.10236
Nebraska 30.16 39.7677
Oregon 25.34 34.91057
U.S. 36.0 40.43146
Florida 33.1 39.60568
California 27.51 36.24267
U.S. 38.2 41.64687
Michigan 38.0 37.27707
U.S. 38.0 41.77912
Idaho 49.0 50.48251
U.S. 46.78 44.61171
U.S. 36.8 40.25659
U.S. 35.8 39.45168
U.S. 36.1 39.59121
Arizona 32.28 41.33616
U.S. 43.62 41.66162
Illinois 32.0 35.1171
Missouri 32.83 41.69828
Michigan 43.78 44.61443
Michigan 30.08 39.09004
Indiana 30.45 39.27557
Iowa 33.02 42.5379
U.S. 46.9 44.78709
U.S. 37.4 41.11829
U.S. 34.2 37.83018
U.S. 38.0 42.66804
Kentucky 34.87 44.27904
U.S. 48.62 46.55967
U.S. 43.82 41.90859
Kansas 30.11 39.76486
Pennsylvania 35.21 44.03442
Wisconsin 34.0 37.69736
Arizona 47.03 48.53081
U.S. 34.0 37.59479
U.S. 34.7 38.24847
U.S. 44.33 42.4614
"South Carolina" 39.17 48.21607
Connecticut 26.61 36.45436
Virginia 39.02 40.40589
U.S. 37.5 40.94737
Washington 24.38 34.00166
U.S. 41.0 43.92039
U.S. 48.33 46.31369
U.S. 43.44 41.60981
Louisiana 52.0 53.63009
"New York" 29.9 38.91816
U.S. 40.0 41.42622
U.S. 48.52 46.54548
Colorado 38.74 39.50476
Wisconsin 27.23 36.34752
U.S. 33.0 40.5476
Ohio 34.5 43.46865
"New Jersey" 36.0 40.67153
U.S. 37.0 42.0743
U.S. 43.76 41.95516
"North Carolina" 45.25 46.65285
U.S. 36.0 40.72571
Georgia 37.0 39.37371
Minnesota 24.96 34.42526
Florida 42.0 43.19724
U.S. 48.29 46.36214
Texas 37.44 46.30703
Michigan 42.89 44.00611
Alabama 54.53 63.48619
U.S. 42.0 47.47118
Florida 39.89 48.83199
U.S. 33.27 42.55335
Maryland 21.31 30.66062
U.S. 38.7 42.12541
Indiana 47.0 48.57008
U.S. 47.48 45.61108
Oregon 26.09 35.90102
U.S. 40.0 43.99574
U.S. 44.34 42.56577
"New Jersey" 31.6 40.99748
Georgia 44.0 44.123
Virginia 28.95 38.10033
U.S. 47.24 45.43375
U.S. 44.67 42.92374
California 26.11 35.13425
Tennessee 41.48 50.86919
Iowa 28.17 37.92535
"North Carolina" 37.42 46.41299
Illinois 28.61 37.54168
Massachusetts 21.5 31.85442
Indiana 35.98 45.10119
U.S. 38.0 41.90358
U.S. 31.3 39.38656
Arizona 26.9 36.27135
Colorado 23.95 33.46912
U.S. 45.01 43.29686
California 30.0 31.49959
U.S. 47.47 45.71582
Ohio 39.0 39.48554
U.S. 37.0 42.26397
U.S. 41.0 44.45391
U.S. 45.26 43.57866
Missouri 34.72 43.88752
Georgia 41.69 50.72117
U.S. 39.8 43.24014
Michigan 33.02 42.34132
Michigan 36.0 38.53365
U.S. 34.0 40.02696
Pennsylvania 32.82 41.93994
Washington 27.17 37.03502
U.S. 35.0 40.11349
U.S. 44.04 42.39689
U.S. 35.0 39.78872
U.S. 45.85 44.13691
Missouri 40.0 42.27586
U.S. 36.0 43.27819
Minnesota 25.69 35.38972
Wisconsin 27.88 37.31792
U.S. 42.0 43.52651
U.S. 45.01 43.40435
U.S. 39.0 40.43219
U.S. 43.0 44.01234
"New York" 36.0 36.04324
U.S. 40.0 41.65713
Texas 38.78 47.94616
Georgia 42.0 42.51228
"New York" 27.65 36.98012
U.S. 36.0 36.54652
Virginia 25.98 35.34687
U.S. 37.0 42.35445
Michigan 29.03 38.57759
U.S. 45.29 43.71916
U.S. 31.76 41.26746
U.S. 45.92 44.24528
Ohio 35.27 44.54641
U.S. 37.0 42.18262
Wisconsin 37.0 36.42067
U.S. 35.9 39.36849
U.S. 36.0 41.30447
U.S. 40.0 47.09488
California 27.65 36.98672
"New Jersey" 28.6 38.22809
U.S. 45.47 43.8284
U.S. 44.28 42.6567
Colorado 27.97 37.72664
U.S. 41.0 41.85085
Florida 36.0 39.64897
Florida 40.47 49.71749
U.S. 37.0 42.22112
U.S. 45.07 43.54555
Illinois 28.77 38.0063
U.S. 34.0 38.84608
Arizona 32.91 42.51047
Indiana 35.74 45.07608
U.S. 36.1 39.59501
Virginia 38.0 40.45248
"North Carolina" 35.36 44.56059
U.S. 44.19 42.60077
U.S. 43.96 42.48443
U.S. 37.0 41.31583
Texas 47.0 46.01221
U.S. 34.0 39.48383
U.S. 48.0 49.02065
U.S. 35.4 38.91585
Missouri 28.71 38.09504
U.S. 43.65 42.22981
"North Carolina" 39.0 43.10338
Wisconsin 41.0 44.60006
U.S. 44.65 43.08885
U.S. 39.0 44.10936
Pennsylvania 30.59 39.92476
U.S. 36.0 41.13683
U.S. 33.8 37.34137
U.S. 43.26 41.89238
U.S. 45.14 43.61241
Arizona 38.0 40.38672
U.S. 35.0 40.09551
U.S. 45.07 43.54779
U.S. 43.0 44.55721
U.S. 45.51 43.97145
U.S. 33.1 36.67427
U.S. 40.0 43.97286
U.S. 46.0 47.17305
U.S. 33.2 36.80198
Wisconsin 24.51 34.18082
"New York" 26.04 35.59689
U.S. 44.28 42.95641
U.S. 31.7 35.33233
U.S. 40.0 43.1254
Maine 34.0 36.13089
Ohio 33.7 43.20013
U.S. 45.15 43.6326
U.S. 36.0 41.44555
U.S. 44.03 42.7482
Texas 40.53 49.91361
U.S. 30.8 34.46787
U.S. 43.9 42.20303
U.S. 31.2 34.88542
Florida 38.4 47.86957
California 25.43 34.99387
U.S. 43.22 41.98486
U.S. 45.9 44.37394
U.S. 41.0 43.73783
U.S. 32.4 36.09401
Illinois 26.64 36.09773
U.S. 37.0 42.39843
U.S. 44.05 42.87379
U.S. 45.0 43.4558
U.S. 32.8 36.49688
U.S. 36.0 41.48889
U.S. 44.0 45.71523
U.S. 44.56 43.44646
U.S. 43.1 41.49857
U.S. 35.1 38.79205
U.S. 35.0 42.22229
U.S. 44.3 42.72674
U.S. 34.8 38.488
U.S. 35.0 40.52942
U.S. 44.96 43.89854
U.S. 34.8 42.82241
U.S. 43.7 42.05873
U.S. 34.7 38.39849
U.S. 44.19 43.16963
California 28.0 30.92303
U.S. 39.0 43.26754
U.S. 34.2 37.90567
U.S. 43.37 42.38799
U.S. 33.1 36.81539
Florida 43.0 44.05086
U.S. 47.0 47.97918
U.S. 34.7 38.41186
U.S. 43.44 42.49111
U.S. 43.8 42.04467
U.S. 43.21 42.27941
U.S. 34.5 38.22219
U.S. 34.0 39.79043
"West Virginia" 61.0 61.27722
U.S. 37.0 41.60929
U.S. 42.11 41.21349
U.S. 35.0 38.72491
U.S. 46.3 44.50129
U.S. 35.0 40.77076
U.S. 45.5 43.72791
U.S. 37.0 44.3449
U.S. 37.0 42.69595
U.S. 42.03 41.16156
U.S. 40.0 42.9342
U.S. 34.4 38.13065
U.S. 36.0 41.56915
Michigan 34.0 34.2408
U.S. 40.0 43.92229
U.S. 41.0 44.2453
U.S. 46.1 44.26358
U.S. 47.6 45.71568
"New Hampshire" 40.0 41.77417
U.S. 35.0 40.7239
U.S. 34.2 37.93673
"North Carolina" 40.0 44.20862
Idaho 49.0 50.43791
U.S. 35.0 40.61627
U.S. 36.0 43.4026
U.S. 36.0 41.74816
U.S. 41.55 40.70417
U.S. 36.0 41.66146
U.S. 47.8 45.89156
U.S. 48.9 46.99419
U.S. 41.0 43.51607
U.S. 35.0 40.74219
U.S. 48.5 46.59886
U.S. 42.24 41.40512
Pennsylvania 40.0 40.52306
Georgia 50.0 48.80224
Missouri 43.0 44.99122
U.S. 33.0 36.74131
U.S. 49.0 47.10382
"New York" 36.0 35.68549
Wisconsin 38.0 37.24919
U.S. 43.09 42.26051
U.S. 41.0 41.14292
Florida 42.0 43.21306
U.S. 33.0 36.74699
U.S. 43.0 44.83075
U.S. 43.33 42.50531
U.S. 37.0 44.3702
U.S. 33.0 38.75354
U.S. 33.0 38.79541
U.S. 33.3 37.05458
Pennsylvania 35.0 38.15348
U.S. 49.1 47.20835
U.S. 36.0 41.77601
U.S. 43.49 42.65665
Pennsylvania 33.0 37.36919
U.S. 32.8 36.55603
U.S. 39.7 38.04214
U.S. 37.0 42.79005
U.S. 33.4 37.15681
U.S. 42.1 40.46354
U.S. 43.44 42.58851
U.S. 33.5 37.25236
U.S. 33.0 36.75511
Ohio 43.0 43.3264
U.S. 35.0 38.06785
U.S. 37.0 42.8005
U.S. 40.0 41.40523
Colorado 39.0 40.20082
U.S. 43.77 42.88946
U.S. 38.0 40.18992
U.S. 32.9 36.66144
U.S. 35.0 40.80016
U.S. 38.0 45.38621
U.S. 43.96 43.05129
U.S. 34.1 37.8603
U.S. 38.7 37.0044
U.S. 39.4 37.66745
U.S. 38.0 42.92109
U.S. 47.1 45.27959
U.S. 44.25 43.30145
U.S. 48.2 46.34638
U.S. 31.6 40.32696
U.S. 33.9 37.65046
U.S. 44.64 43.63575
U.S. 49.2 47.29053
Virginia 35.0 38.22151
U.S. 41.2 39.44705
U.S. 45.1 43.30396
U.S. 39.0 40.83499
U.S. 44.17 43.10739
U.S. 43.0 41.22807
U.S. 32.7 36.43819
U.S. 40.0 41.91216
U.S. 48.9 47.01118
U.S. 41.0 42.54564
U.S. 45.26 44.18062
U.S. 41.0 42.3896
U.S. 33.0 36.72927
U.S. 31.9 35.62727
U.S. 45.32 44.214
U.S. 40.0 42.49297
U.S. 41.0 41.58074
U.S. 31.6 35.3182
U.S. 46.23 45.0863
U.S. 40.0 43.62695
Florida 38.0 41.96979
U.S. 29.6 33.30484
U.S. 46.14 44.94839
U.S. 34.0 39.70518
Pennsylvania 44.3 46.44411
U.S. 46.58 45.36427
U.S. 30.0 33.68915
U.S. 38.0 40.98248
U.S. 30.2 33.87942
U.S. 39.0 40.78102
U.S. 34.0 39.66799
U.S. 28.9 32.57129
U.S. 35.0 40.62172
U.S. 40.0 42.60684
U.S. 46.69 45.48157
U.S. 28.8 32.4615
U.S. 37.0 42.09487
U.S. 30.4 34.04152
U.S. 47.42 46.20691
U.S. 46.98 45.77653
U.S. 38.0 41.75554
U.S. 46.32 45.12107
U.S. 33.7 35.05382
U.S. 45.44 44.22325
U.S. 40.0 45.00183
U.S. 34.0 35.37893
U.S. 33.7 35.03334
U.S. 29.9 33.52588
U.S. 45.12 43.92389
U.S. 38.4 42.03212
Michigan 39.0 40.32591
U.S. 37.0 40.82229
U.S. 34.8 36.11321
U.S. 44.23 43.0691
U.S. 35.2 36.49411
U.S. 43.39 42.2623
Ohio 39.0 41.37413
U.S. 42.79 41.68668
U.S. 40.0 42.47569
U.S. 35.8 37.0746
"North Carolina" 41.0 42.34198
U.S. 30.4 39.72308
Minnesota 38.0 39.04602
"New Hampshire" 39.0 40.75184
Illinois 27.5 29.07437
U.S. 42.8 41.72078
U.S. 29.0 32.60567
U.S. 47.5 48.0502
U.S. 37.0 40.71721
U.S. 43.3 42.23977
U.S. 39.0 43.87638
U.S. 34.8 36.05721
U.S. 38.0 43.01
"New Jersey" 36.0 39.27188
U.S. 42.9 41.86016
U.S. 35.4 36.64277
U.S. 35.5 36.72836
"New Hampshire" 39.0 40.72815
U.S. 42.8 41.79711
U.S. 44.0 44.28341
Florida 34.2 38.48344
U.S. 35.9 37.11106
U.S. 37.3 38.49756
U.S. 35.0 38.42362
U.S. 42.2 41.23485
U.S. 38.5 39.69333
U.S. 33.0 40.28954
Virginia 39.0 40.00663
U.S. 38.0 42.6959
U.S. 45.0 45.50737
U.S. 37.3 38.47525
U.S. 37.2 38.35716
U.S. 42.1 41.15625
"New Hampshire" 40.0 41.70516
U.S. 39.0 40.40994
U.S. 30.8 34.38931
U.S. 37.7 38.84703
Iowa 42.0 41.68888
U.S. 43.2 42.27529
U.S. 36.6 37.73316
U.S. 43.6 42.68306
U.S. 40.0 43.31776
Kansas 46.0 46.87529
U.S. 36.8 37.92336
U.S. 37.9 39.03668
U.S. 29.6 39.12468
U.S. 43.5 42.5818
U.S. 37.3 38.44903
U.S. 41.0 45.57283
U.S. 37.0 38.14696
U.S. 42.0 43.35329
U.S. 38.3 39.43507
U.S. 43.0 44.30512
U.S. 42.0 44.36923
U.S. 38.0 42.77463
U.S. 40.0 44.78888
U.S. 42.7 41.77991
U.S. 38.6 39.74142
U.S. 40.0 43.36981
U.S. 37.7 38.84087
U.S. 38.8 39.94691
U.S. 39.9 41.04435
U.S. 40.4 41.54605
Alaska 49.3 47.88869
U.S. 38.2 39.33908
U.S. 35.0 42.02575
U.S. 40.1 41.23407
U.S. 33.0 36.57232
U.S. 41.0 43.37423
Alabama 68.0 67.44778
U.S. 40.2 41.32661
U.S. 37.6 38.71618
"New Hampshire" 40.0 39.30677
U.S. 36.6 37.70821
U.S. 36.7 37.80084
U.S. 40.0 40.39453
U.S. 40.0 44.7494
U.S. 36.3 37.39642
U.S. 37.8 38.90693
U.S. 38.0 39.10077
U.S. 36.8 37.89225
U.S. 37.8 38.90097
U.S. 36.8 37.89163
U.S. 41.0 42.07332
U.S. 36.5 37.61612
U.S. 36.7 37.81379
U.S. 35.4 36.49436
Arizona 44.0 43.0384
Florida 47.0 48.42652
U.S. 36.3 37.41678
U.S. 41.0 42.31739
U.S. 35.3 36.42714
U.S. 33.9 35.03931
Missouri 43.0 41.88546
U.S. 38.0 39.33041
U.S. 46.0 45.05755
U.S. 47.0 46.47579
Iowa 40.0 41.21837
U.S. 41.0 41.59429
"South Carolina" 44.0 45.62137
U.S. 38.0 42.83543
U.S. 34.9 36.04991
U.S. 42.0 44.09252
U.S. 38.0 42.87808
U.S. 35.2 36.35535
"New Hampshire" 38.0 38.59373
U.S. 34.2 35.35929
U.S. 33.1 34.26245
"South Carolina" 47.0 45.19637
U.S. 34.4 35.5636
U.S. 34.0 35.16317
U.S. 38.0 42.8747
U.S. 40.0 44.74027
Montana 51.4 49.04129
U.S. 33.6 34.76223
U.S. 36.2 37.3635
U.S. 35.7 36.86266
U.S. 39.0 43.74879
U.S. 41.0 43.53086
U.S. 35.2 36.3594
Virginia 35.0 36.02074
U.S. 34.2 35.35105
U.S. 34.1 35.24888
U.S. 31.9 33.04652
U.S. 31.2 32.34262
U.S. 37.0 41.7969
U.S. 33.4 34.53661
U.S. 47.0 48.39232
U.S. 44.0 43.55732
U.S. 33.2 34.33246
Nevada 44.0 44.90135
U.S. 40.0 44.79792
U.S. 36.0 40.89978
U.S. 34.2 35.31304
U.S. 33.6 34.72339
U.S. 33.6 34.64362
U.S. 33.6 34.65856
U.S. 33.5 34.58445
U.S. 32.4 33.43066
U.S. 35.6 36.70587
U.S. 34.0 35.06788
U.S. 37.0 41.81119
U.S. 38.0 42.78895
U.S. 33.2 34.21533
U.S. 33.1 34.10715
U.S. 35.4 36.3935
U.S. 35.6 36.57774
U.S. 47.0 45.59471
U.S. 44.0 46.48077
U.S. 36.8 37.76614
U.S. 45.0 47.35849
U.S. 36.7 37.65202
U.S. 37.8 38.73232
U.S. 41.0 40.19588
U.S. 40.0 39.90031
U.S. 36.8 37.69658
U.S. 38.0 38.86992
U.S. 44.0 42.75108
U.S. 40.1 40.92152
U.S. 43.0 45.27078
U.S. 40.5 41.31171
U.S. 38.0 42.73246
U.S. 39.6 40.3797
U.S. 40.4 41.1974
U.S. 37.8 38.64616
U.S. 40.2 40.98762
U.S. 37.7 38.46695
U.S. 40.0 41.66566
U.S. 38.8 39.55706
U.S. 39.4 40.14587
U.S. 38.1 38.83361
U.S. 38.2 38.92146
U.S. 36.9 37.6082
U.S. 34.4 35.09294
U.S. 45.0 47.11193
U.S. 38.0 42.62576
U.S. 32.1 32.77661
U.S. 32.1 32.76168
U.S. 45.0 47.29434
U.S. 36.0 36.82004
U.S. 32.0 32.6474
U.S. 32.2 32.83902
U.S. 46.0 44.08582
U.S. 38.0 42.49417
U.S. 41.0 40.36045
U.S. 33.8 34.42612
U.S. 37.0 41.39389
U.S. 34.5 35.11386
U.S. 37.0 41.44542
U.S. 37.4 37.96545
U.S. 36.3 36.90342
U.S. 37.6 38.14436
U.S. 37.0 38.23227
U.S. 36.0 36.58715
U.S. 39.1 39.62418
U.S. 44.0 46.25564
U.S. 38.5 39.00327
U.S. 38.1 38.58035
Florida 49.0 48.79643
U.S. 51.0 49.80382
U.S. 37.0 39.2482
U.S. 37.8 38.25709
U.S. 46.0 46.08751
U.S. 44.0 42.37711
U.S. 37.3 37.65486
U.S. 37.4 37.83131
U.S. 37.5 37.88035
U.S. 35.5 35.90549
U.S. 37.0 37.32945
U.S. 40.0 44.70279
Florida 41.0 42.90545
U.S. 37.9 38.20538
U.S. 37.5 37.78333
U.S. 37.0 37.26167
U.S. 38.0 42.29541
U.S. 37.9 38.11448
U.S. 36.0 38.29734
U.S. 38.1 38.33807
U.S. 37.8 37.9908
U.S. 38.5 38.66414
U.S. 37.6 37.74013
U.S. 39.0 41.31009
U.S. 36.8 36.91881
U.S. 36.2 36.29193
U.S. 33.7 33.76567
U.S. 35.7 35.74084
Virginia 36.0 37.02524
U.S. 36.0 36.02202
U.S. 37.0 37.00205
U.S. 35.3 35.21778
U.S. 36.7 36.68267
U.S. 37.1 37.04259
U.S. 43.0 47.19238
U.S. 39.0 38.96677
U.S. 35.5 35.39277
U.S. 35.6 35.46869
U.S. 35.7 35.54355
U.S. 36.4 36.21964
U.S. 33.0 35.20599
U.S. 36.2 35.99467
U.S. 35.3 35.06906
U.S. 40.0 43.67003
U.S. 39.0 42.36458
U.S. 36.0 35.74262
U.S. 34.7 34.41657
U.S. 49.0 46.96166
U.S. 36.6 36.28975
U.S. 39.8 39.4649
U.S. 41.0 40.64033
U.S. 40.0 39.61414
U.S. 42.0 45.93134
U.S. 42.0 45.1865
U.S. 39.1 38.68942
U.S. 37.6 37.1647
U.S. 35.6 35.13848
U.S. 34.8 34.31419
U.S. 35.7 35.19183
U.S. 37.1 36.5692
U.S. 36.4 35.8457
U.S. 35.6 35.02271
U.S. 36.0 35.15525
U.S. 34.9 34.29967
U.S. 34.9 34.27684
U.S. 38.1 37.38108
U.S. 35.6 34.95352
U.S. 38.1 37.40642
U.S. 36.9 36.23021
U.S. 36.6 35.85555
U.S. 36.4 35.63096
U.S. 34.9 33.97352
U.S. 34.9 34.00135
U.S. 34.8 33.84531
U.S. 35.6 34.80503
U.S. 34.0 33.01928
U.S. 44.0 47.02486
U.S. 35.6 34.5935
U.S. 36.2 35.16547
U.S. 35.9 34.83863
U.S. 35.2 34.37912
U.S. 34.2 33.11165
U.S. 33.8 32.6854
U.S. 32.0 30.8605
U.S. 31.4 30.23549
U.S. 41.0 43.33048
U.S. 30.7 29.50966
U.S. 35.7 34.8532
U.S. 32.1 30.88402
U.S. 30.6 29.35864
U.S. 41.0 40.12728
U.S. 45.0 47.13039
U.S. 33.0 31.73325
U.S. 43.0 44.51641
Utah 34.92 35.80808
"New Hampshire" 36.0 35.24792
"New York" 32.0 35.67673
"North Carolina" 45.0 44.90998
"New Hampshire" 31.0 33.31142
Michigan 37.0 38.68749
Colorado 48.0 45.76778
Ohio 44.0 45.34879
"New Hampshire" 39.0 40.57283
Utah 40.87 41.56998
"New York" 34.0 38.32095
Florida 43.0 45.93998
"North Carolina" 41.0 44.0624
"North Carolina" 45.0 43.89669
Utah 41.45 41.84299
"North Carolina" 42.0 43.02838
California 39.0 39.82272
Wisconsin 38.0 40.03684
Wisconsin 37.0 41.20879
Ohio 40.0 40.98739
Utah 34.24 42.42996
Iowa 40.0 41.58585
Utah 46.23 46.78693
Utah 38.0 40.0706
Florida 36.0 40.75946
Alabama 53.84 54.95728
Utah 44.17 44.81568
California 31.0 33.987
"North Carolina" 43.4 43.45271
Pennsylvania 36.0 40.63132
"New York" 30.0 34.83057
Virginia 40.04 40.01056
Ohio 36.0 40.78851
"New Jersey" 33.66 35.11151
Utah 47.96 47.9337
"New Jersey" 35.11 36.48535
Utah 36.0 36.07294
Pennsylvania 42.0 43.96453
Utah 34.0 38.9407
Kentucky 53.08 54.17725
Wisconsin 34.0 38.44912
California 38.0 38.32406
California 34.0 36.22026
Utah 29.39 35.18066
Wisconsin 38.0 38.05898
Pennsylvania 42.0 44.13475
Utah 25.2 32.58588
Utah 35.0 37.51528
"North Carolina" 43.0 46.52202
"North Carolina" 49.0 48.3226
Utah 32.4 40.3278
"North Carolina" 36.0 41.81159
Ohio 42.0 45.01498
Florida 36.0 42.06643
Florida 36.0 42.31987
Ohio 43.0 45.11565
Florida 41.0 45.75317
Pennsylvania 39.0 42.50476
Florida 45.0 45.09869
Oregon 37.05 38.02783
Florida 41.0 44.73917
Kansas 47.0 49.63248
Utah 43.61 45.00538
California 30.0 32.93398
Pennsylvania 40.0 44.62524
Florida 46.0 47.56897
"North Carolina" 43.37 44.26104
Michigan 41.0 41.5494
Utah 49.55 49.34563
Ohio 35.0 41.09538
Virginia 39.05 39.59766
"New York" 31.0 36.34418
Utah 29.0 32.04623
Utah 37.0 40.23818
Utah 27.92 36.73341
"New York" 31.0 35.90681
"New Hampshire" 44.0 45.24636
Utah 47.72 48.04049
"North Carolina" 43.0 46.87744
U.S. 36.0 41.5609
Utah 38.53 39.77016
Georgia 48.05 48.43467
"North Carolina" 36.0 42.04852
Wisconsin 37.0 38.92185
California 26.0 26.25363
"New Hampshire" 39.0 39.45541
Washington 33.29 34.17247
Pennsylvania 42.0 42.16405
Wisconsin 37.0 39.72666
"New Hampshire" 41.0 39.17873
Florida 41.0 44.93255
Ohio 42.0 43.44715
Ohio 40.0 41.95363
Connecticut 35.23 36.2679
Utah 27.88 36.99194
Pennsylvania 40.0 43.80925
Ohio 37.0 41.78218
Florida 42.0 44.8419
Utah 47.94 47.87878
"North Carolina" 44.0 45.34993
Utah 21.68 29.78275
Utah 33.91 42.27951
Utah 21.41 29.80927
Wisconsin 37.0 40.35966
Arizona 44.59 45.43232
Ohio 42.98 43.9342
"South Carolina" 48.25 48.83565
Utah 33.0 32.57632
Utah 24.07 32.16916
"North Carolina" 44.0 44.50978
Utah 32.4 41.83186
Florida 43.0 45.73135
Utah 27.5 37.16442
Utah 33.02 41.43641
Iowa 43.0 41.92839
Pennsylvania 39.0 41.80793
"North Carolina" 47.0 45.88617
Utah 36.0 41.38251
U.S. 35.0 40.62172
Utah 43.0 45.36764
U.S. 46.0 44.84533
Virginia 42.0 40.84145
U.S. 35.07 40.83036
Florida 45.0 45.27989
U.S. 40.0 42.0914
U.S. 41.0 42.22786
U.S. 43.7 43.58488
Pennsylvania 44.0 43.47468
U.S. 36.4 37.38077
U.S. 40.0 41.62162
U.S. 46.9 43.73159
Florida 46.0 47.87666
California 28.0 29.55823
U.S. 39.0 40.39446
"North Carolina" 41.0 42.10203
Florida 44.0 45.16079
U.S. 37.0 39.48424
Florida 45.0 46.07132
Pennsylvania 40.0 39.77846
Pennsylvania 39.0 41.30138
U.S. 38.0 39.95653
U.S. 36.6 42.36036
Missouri 53.0 50.89082
Colorado 39.0 38.84505
U.S. 41.0 41.53191
Arizona 44.0 43.8204
U.S. 45.0 45.01175
"North Carolina" 45.0 44.75728
U.S. 44.0 44.12998
U.S. 41.0 40.58244
Missouri 50.0 49.46542
"New Hampshire" 36.0 38.33592
Pennsylvania 43.0 41.12267
Ohio 48.0 46.12267
"North Carolina" 47.0 45.12267
Wisconsin 42.0 40.12267
U.S. 47.71 44.01895
"North Carolina" 39.0 41.59658
"New Mexico" 40.0 39.76836
Arizona 46.0 46.37378
Virginia 43.0 41.12267
Iowa 44.0 44.57222
Virginia 45.0 43.09713
Minnesota 39.0 38.99289
U.S. 40.0 41.14899
Texas 46.0 46.84665
U.S. 37.6 39.46969
Florida 39.0 42.25121
Florida 48.0 46.12267
Maine 42.0 40.11774
Georgia 46.0 45.2694
Nevada 43.0 45.01329
"New Hampshire" 39.0 40.54151
Texas 51.53 50.79979
Pennsylvania 38.0 39.91812
California 30.0 29.31912
Florida 47.0 47.00347
Colorado 44.0 42.12267
U.S. 40.0 41.09773
Florida 45.0 44.31032
Georgia 44.0 46.50587
Florida 43.0 43.88278
Georgia 49.0 50.29008
U.S. 34.0 36.38652
"North Carolina" 47.0 46.94471
Virginia 38.0 38.42514
Florida 44.0 43.83438
Kentucky 56.0 54.49814
Georgia 44.0 44.29804
U.S. 44.0 43.23533
Ohio 45.0 43.64214
Vermont 26.0 26.73083
Idaho 52.0 49.42995
Texas 47.0 46.3023
Pennsylvania 41.0 40.29774
"North Carolina" 44.0 44.81619
"North Carolina" 43.0 43.36218
Virginia 38.0 37.30074
"South Carolina" 45.0 44.27079
"New York" 33.0 32.31847
Ohio 45.0 44.31317
Nevada 48.0 46.12267
Maine 37.0 39.88643
Michigan 42.0 41.3176
U.S. 38.0 39.97392
Virginia 39.0 42.2828
"North Carolina" 44.0 43.28521
Missouri 47.0 47.75434
Colorado 39.0 38.33712
U.S. 38.0 39.77316
Missouri 52.0 51.26427
Arizona 44.0 43.32254
"North Carolina" 45.0 43.59486
Kansas 47.0 46.32761
Illinois 36.1 36.95291
U.S. 34.95 38.74365
U.S. 36.0 37.13691
Indiana 50.0 49.37449
Florida 36.95 40.73106
Wisconsin 38.0 37.98978
Wisconsin 42.0 41.32911
Michigan 34.0 36.58355
Florida 41.0 44.33176
Utah 33.0 32.32851
California 30.0 31.12873
Nevada 41.0 42.62948
Nevada 46.0 46.26554
Minnesota 39.0 40.61809
U.S. 41.0 42.23576
U.S. 38.0 41.21737
"New Mexico" 34.0 33.32849
Iowa 45.0 44.33699
Illinois 41.0 39.09964
"South Dakota" 48.0 48.25032
"New Hampshire" 38.0 39.68773
Texas 45.0 46.33018
Montana 46.0 48.42714
Illinois 35.0 34.30922
Washington 31.0 34.27413
