Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
1573,RL,17485,IR2,5,2009,Gable,PConc,1508.0,GasA,SBrkr,1508,Gd,5,Attchd,2009.0,572.0,TA,2010,162015.3185
1574,RL,11200,IR1,3,1964,Gable,CBlock,1250.0,GasA,SBrkr,1298,TA,5,Detchd,1964.0,504.0,Fa,2010,181722.4204
1575,RL,11980,Reg,5,1987,Gable,CBlock,1433.0,GasA,SBrkr,1433,Gd,4,Attchd,1987.0,528.0,Gd,2010,156705.7302
1576,RL,12361,IR1,7,1993,Gable,PConc,946.0,GasA,SBrkr,1802,Gd,8,2Types,2000.0,1017.0,TA,2010,182902.4203
1577,RL,7360,Reg,5,2010,Gable,PConc,1222.0,GasA,SBrkr,1222,Gd,6,Attchd,2009.0,615.0,TA,2010,157574.5954
1578,RL,14235,IR1,8,1900,Gable,PConc,676.0,GasA,SBrkr,1445,TA,6,Detchd,1957.0,484.0,TA,2010,184380.7391
1579,RL,11105,Reg,5,1996,Gable,PConc,870.0,GasA,SBrkr,965,TA,4,Attchd,1998.0,580.0,TA,2010,169364.4692
1580,RL,9337,IR1,5,1997,Gable,PConc,878.0,GasA,SBrkr,1692,TA,8,Attchd,1997.0,513.0,TA,2010,175846.1798
1581,RL,15240,IR1,8,1977,Gable,CBlock,1026.0,GasA,SBrkr,1026,TA,5,Attchd,1977.0,308.0,TA,2010,189673.2953
1582,RL,7480,Reg,6,1972,Gable,CBlock,876.0,GasA,SBrkr,876,TA,5,Detchd,1977.0,484.0,TA,2010,174401.3177
1583,RL,10389,Reg,5,2003,Hip,PConc,1978.0,GasA,SBrkr,1978,Gd,8,Attchd,2003.0,850.0,TA,2010,179021.4487
1584,RL,9375,Reg,5,1997,Gable,PConc,1040.0,GasA,SBrkr,2098,Gd,9,Attchd,1997.0,621.0,TA,2010,189196.8453
1585,RM,4435,Reg,5,2003,Gable,PConc,848.0,GasA,SBrkr,848,Gd,4,Attchd,2003.0,420.0,TA,2010,139647.0957
1586,RL,8777,Reg,6,1945,Gable,CBlock,0.0,GasA,SBrkr,640,TA,5,Detchd,1945.0,240.0,TA,2010,161468.1983
1587,RL,8842,Reg,6,1954,Gable,CBlock,381.0,GasA,SBrkr,992,TA,6,Detchd,1954.0,319.0,TA,2010,171557.3232
1588,RL,10044,IR1,6,1968,Gable,CBlock,1196.0,GasA,SBrkr,1196,TA,6,Attchd,1968.0,336.0,TA,2010,179447.368
1589,RL,11792,Reg,5,1948,Gable,CBlock,744.0,GasA,FuseF,1120,Fa,5,Detchd,1956.0,480.0,Fa,2010,169611.619
1590,RL,6305,Reg,6,1975,Gable,CBlock,1008.0,GasA,SBrkr,1096,TA,5,Detchd,1975.0,352.0,TA,2010,172088.8727
1592,RL,4853,Reg,6,1924,Gable,BrkTil,1107.0,GasA,FuseA,1296,Fa,5,Detchd,1979.0,260.0,TA,2010,154850.5084
1593,RL,7890,Reg,6,1939,Gable,CBlock,856.0,GasA,SBrkr,856,TA,4,Detchd,1939.0,399.0,TA,2010,158617.6557
1596,RL,10452,IR1,6,1941,Gable,BrkTil,1528.0,GasA,SBrkr,2133,TA,8,Attchd,1941.0,312.0,TA,2010,194631.1003
1597,RL,15600,Reg,6,1950,Gable,CBlock,1032.0,GasA,SBrkr,2177,TA,11,Detchd,1950.0,484.0,TA,2010,213618.8716
1598,RL,19645,IR1,6,1994,Gable,PConc,423.0,GasA,SBrkr,1652,Gd,6,BuiltIn,1994.0,473.0,TA,2010,198342.5042
1599,RM,3907,IR1,6,1989,Gable,CBlock,982.0,GasA,SBrkr,1034,Gd,4,Attchd,1989.0,598.0,TA,2010,138607.9715
1600,RM,3907,IR1,5,1989,Gable,CBlock,1191.0,GasA,SBrkr,1191,Gd,5,Attchd,1989.0,531.0,TA,2010,150778.959
1601,RM,8154,Reg,5,1941,Gable,BrkTil,480.0,GasA,SBrkr,540,TA,4,Detchd,1951.0,200.0,Fa,2010,146966.2303
1602,RM,9140,Reg,5,1921,Gable,BrkTil,629.0,GasA,SBrkr,1107,TA,5,Detchd,1950.0,625.0,TA,2010,162182.5962
1603,C (all),8712,Reg,7,1896,Hip,CBlock,756.0,GasA,SBrkr,952,TA,5,Detchd,1896.0,330.0,TA,2010,176825.941
1604,RM,3811,IR1,5,2004,Hip,PConc,1594.0,GasA,SBrkr,1646,Gd,5,Attchd,2004.0,525.0,TA,2010,152799.8124
1605,RL,11050,Reg,5,1998,Gable,PConc,1049.0,GasA,SBrkr,1916,Gd,8,Attchd,1998.0,741.0,TA,2010,180322.3221
1606,RL,9620,Reg,7,1977,Gable,CBlock,1243.0,GasA,SBrkr,1285,Gd,6,Attchd,1977.0,473.0,TA,2010,177508.0272
1607,RL,12760,IR1,5,1976,Gable,CBlock,1958.0,GasA,SBrkr,2048,TA,9,2Types,1976.0,776.0,TA,2010,208029.6427
1608,RL,11896,IR1,5,2008,Gable,PConc,1336.0,GasA,SBrkr,1346,Gd,6,Attchd,2008.0,660.0,TA,2010,181987.2825
1609,RL,9803,Reg,5,2009,Gable,PConc,1214.0,GasA,SBrkr,1214,Gd,6,Attchd,2010.0,520.0,TA,2010,160172.728
1610,RL,9802,Reg,5,2006,Gable,PConc,384.0,GasA,SBrkr,1444,TA,7,BuiltIn,2007.0,400.0,TA,2010,176761.3177
1611,RL,15300,Reg,5,1965,Hip,CBlock,1068.0,GasA,SBrkr,1264,TA,7,Attchd,1965.0,528.0,TA,2010,176515.4975
1612,RL,10114,Reg,5,2004,Gable,PConc,1430.0,GasA,SBrkr,1430,Gd,7,Attchd,2004.0,624.0,TA,2010,176270.4531
1613,RL,11875,Reg,5,1999,Gable,PConc,1344.0,GasA,SBrkr,1344,TA,7,Attchd,2001.0,686.0,TA,2010,183050.8463
1614,RM,2394,Reg,6,1973,Gable,CBlock,945.0,GasA,SBrkr,945,TA,5,Attchd,1973.0,253.0,TA,2010,150011.1021
1617,RM,1890,Reg,6,1972,Gable,CBlock,546.0,GasA,SBrkr,1092,TA,5,Attchd,1972.0,286.0,TA,2010,163399.9833
1618,RL,6953,Reg,7,1971,Gable,CBlock,864.0,GasA,SBrkr,874,TA,5,Detchd,1971.0,352.0,TA,2010,173364.1615
1619,RL,12887,Reg,7,1984,Gable,CBlock,833.0,GasA,SBrkr,833,Gd,5,Attchd,1984.0,495.0,TA,2010,169556.8359
1620,RL,7700,Reg,2,1985,Gable,PConc,1216.0,GasA,SBrkr,2432,TA,10,Attchd,1985.0,616.0,Fa,2010,183690.596
1621,RL,10475,Reg,5,1991,Gable,PConc,624.0,GasA,SBrkr,1274,TA,6,Detchd,1993.0,576.0,TA,2010,176980.9149
1622,RL,10544,IR1,5,1969,Gable,CBlock,864.0,GasA,SBrkr,1479,TA,8,Attchd,1969.0,275.0,TA,2010,204773.3622
1623,RL,9892,Reg,5,1994,Hip,PConc,1679.0,GasA,SBrkr,1803,Gd,6,Attchd,1994.0,482.0,TA,2010,174728.656
1624,RL,12961,Reg,5,1993,Gable,PConc,1152.0,GasA,SBrkr,1797,Gd,7,Attchd,1993.0,616.0,TA,2010,181873.4582
1625,RL,13008,IR1,5,1956,Gable,CBlock,882.0,GasA,SBrkr,882,TA,5,Attchd,1956.0,502.0,TA,2009,177322.0008
1626,RL,10200,Reg,5,1974,Hip,CBlock,1434.0,GasA,SBrkr,1434,TA,7,Attchd,1974.0,528.0,TA,2009,193927.939
1627,RL,10179,IR1,5,1997,Gable,PConc,945.0,GasA,SBrkr,1608,TA,7,Attchd,1997.0,470.0,TA,2009,181715.6227
1628,RL,11792,IR1,5,2003,Gable,PConc,1008.0,GasA,SBrkr,2283,Gd,9,BuiltIn,2003.0,632.0,TA,2009,199270.8412
1629,RL,8400,Reg,5,1996,Gable,PConc,384.0,GasA,SBrkr,1628,TA,7,BuiltIn,1996.0,390.0,TA,2009,177109.59
1630,RL,7296,IR1,5,2004,Gable,PConc,2208.0,GasA,SBrkr,2522,Gd,8,Attchd,2004.0,564.0,TA,2009,153909.5783
1631,RL,7380,IR1,5,1998,Gable,PConc,1418.0,GasA,SBrkr,1478,TA,5,Attchd,1998.0,495.0,TA,2009,162931.2033
1632,RL,8013,IR1,5,1995,Gable,PConc,1587.0,GasA,SBrkr,1734,Gd,6,Attchd,1995.0,528.0,TA,2009,166386.7567
1633,RL,8923,IR1,5,1998,Gable,PConc,384.0,GasA,SBrkr,1382,TA,7,BuiltIn,1998.0,396.0,TA,2009,173719.3038
1634,RL,7500,Reg,5,1998,Gable,PConc,952.0,GasA,SBrkr,1636,TA,7,Attchd,1998.0,440.0,TA,2009,179757.9257
1635,RL,8803,IR1,5,1994,Gable,PConc,707.0,GasA,SBrkr,1516,Gd,7,Attchd,1994.0,409.0,TA,2009,179007.602
1636,RL,7250,Reg,5,1993,Gable,PConc,1181.0,GasA,SBrkr,1190,Gd,6,Attchd,1993.0,430.0,TA,2009,180370.8086
1637,RL,11900,Reg,6,1977,Gable,PConc,1122.0,GasA,SBrkr,1934,TA,6,Attchd,1977.0,567.0,TA,2009,185102.6167
1638,RL,13250,IR1,6,1978,Gable,CBlock,832.0,GasA,SBrkr,2050,Gd,8,Attchd,1978.0,529.0,TA,2009,198825.5635
1639,RL,10928,Reg,6,1978,Gable,PConc,1427.0,GasA,SBrkr,1671,TA,7,Attchd,1978.0,484.0,TA,2009,184294.576
1640,RL,12388,IR1,7,1980,Gable,CBlock,1043.0,GasA,SBrkr,2673,Gd,9,BuiltIn,1980.0,441.0,TA,2009,200443.7921
1641,RL,11088,Reg,5,1978,Gable,PConc,1140.0,GasA,SBrkr,1707,TA,7,Attchd,1978.0,479.0,TA,2009,181294.7845
1642,FV,7000,Reg,5,2003,Gable,PConc,926.0,GasA,SBrkr,1884,Ex,7,Attchd,2003.0,581.0,TA,2009,174354.3363
1643,FV,7500,Reg,5,2000,Gable,PConc,1058.0,GasA,SBrkr,1874,Gd,7,Attchd,2000.0,588.0,TA,2009,172023.6778
1644,FV,8470,Reg,5,2002,Gable,PConc,972.0,GasA,SBrkr,1811,Gd,7,Attchd,2002.0,565.0,TA,2009,181666.9229
1645,RL,9373,IR1,7,1975,Gable,CBlock,1621.0,GasA,SBrkr,1621,TA,7,Attchd,1975.0,478.0,TA,2009,179024.4913
1646,RL,10140,Reg,6,1974,Hip,CBlock,1116.0,GasA,SBrkr,1116,TA,6,Attchd,1974.0,528.0,TA,2009,178324.1916
1647,RL,11050,IR1,5,1975,Gable,CBlock,1176.0,GasA,SBrkr,1193,TA,5,Attchd,1975.0,506.0,TA,2009,184534.6767
1648,RL,7830,IR1,5,1970,Gable,CBlock,1180.0,GasA,SBrkr,1180,TA,6,Attchd,1970.0,477.0,TA,2009,159397.2504
1649,RL,8510,IR1,7,1971,Gable,CBlock,1043.0,GasA,SBrkr,1050,TA,6,Attchd,1971.0,336.0,TA,2009,178430.9667
1650,RL,7038,Reg,6,1970,Gable,CBlock,864.0,GasA,SBrkr,864,TA,5,Detchd,2001.0,576.0,TA,2009,177743.7994
1651,RL,9000,Reg,7,1971,Gable,CBlock,864.0,GasA,SBrkr,864,TA,5,Detchd,1986.0,576.0,TA,2009,179395.3055
1652,RM,1680,Reg,5,1973,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Detchd,1973.0,264.0,TA,2009,151713.3847
1653,RM,1680,Reg,6,1972,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Detchd,1972.0,288.0,TA,2009,151713.3847
1654,RL,2308,Reg,5,1976,Gable,CBlock,804.0,GasA,SBrkr,1548,TA,7,Detchd,1976.0,440.0,TA,2009,168434.978
1655,RL,2280,Reg,5,1975,Gable,CBlock,1057.0,GasA,SBrkr,1055,TA,4,Attchd,1975.0,440.0,TA,2009,153999.1003
1656,RL,2349,Reg,5,1977,Gable,CBlock,855.0,GasA,SBrkr,1456,TA,6,Attchd,1977.0,440.0,TA,2009,164096.0974
1657,RL,2364,Reg,5,1978,Gable,CBlock,804.0,GasA,SBrkr,1548,TA,7,Detchd,1978.0,440.0,TA,2009,166335.403
1658,RL,2364,Reg,5,1978,Gable,CBlock,855.0,GasA,SBrkr,1456,TA,6,Attchd,1978.0,440.0,TA,2009,163020.7254
1659,RL,2104,Reg,6,1976,Gable,CBlock,836.0,GasA,SBrkr,836,TA,5,Attchd,1976.0,345.0,TA,2009,155862.5107
1660,RL,10710,Reg,7,1966,Hip,PConc,864.0,GasA,SBrkr,1120,TA,5,Attchd,1966.0,656.0,TA,2009,182760.6511
1661,RL,14257,Reg,5,2007,Hip,PConc,1776.0,GasA,SBrkr,2772,Ex,10,BuiltIn,2007.0,754.0,TA,2009,201912.2706
1662,RL,12350,Reg,5,2009,Gable,PConc,1365.0,GasA,SBrkr,2690,Ex,8,Attchd,2009.0,864.0,TA,2009,185988.234
1663,RL,12350,Reg,5,2008,Hip,PConc,2020.0,GasA,SBrkr,2020,Ex,7,Attchd,2008.0,896.0,TA,2009,183778.4489
1664,RL,13693,Reg,5,2007,Hip,PConc,2630.0,GasA,SBrkr,2674,Ex,8,Attchd,2007.0,762.0,TA,2009,170935.8592
1665,RL,11578,Reg,5,2008,Gable,PConc,1736.0,GasA,SBrkr,1736,Ex,7,Attchd,2008.0,834.0,TA,2009,184468.9084
1666,RL,16870,IR1,5,2004,Hip,PConc,1782.0,GasA,SBrkr,1782,Gd,7,Attchd,2004.0,932.0,TA,2009,191569.0897
1667,RL,23303,IR3,5,2007,Gable,PConc,1508.0,GasA,SBrkr,2520,Ex,10,BuiltIn,2007.0,640.0,TA,2009,232991.0256
1668,RL,10367,IR1,5,2008,Hip,PConc,1739.0,GasA,SBrkr,1743,Ex,8,Attchd,2008.0,927.0,TA,2009,180980.7214
1669,RL,10872,IR1,5,2006,Gable,PConc,1504.0,GasA,SBrkr,1531,Ex,6,Attchd,2006.0,700.0,TA,2009,164279.1305
1670,RL,13514,IR1,5,2008,Hip,PConc,1774.0,GasA,SBrkr,1808,Ex,7,Attchd,2008.0,850.0,TA,2009,183859.4604
1671,RL,12878,IR1,5,2003,Hip,PConc,1760.0,GasA,SBrkr,1760,Gd,8,Attchd,2003.0,583.0,TA,2009,185922.4657
1672,RL,15274,IR1,5,2003,Hip,PConc,2452.0,GasA,SBrkr,2452,Ex,10,Attchd,2003.0,886.0,TA,2009,191742.7781
1673,RL,13262,IR1,5,2003,Gable,PConc,1082.0,GasA,SBrkr,2400,Gd,10,BuiltIn,2003.0,730.0,TA,2009,199954.0725
1674,RL,9658,IR1,5,2006,Gable,PConc,1598.0,GasA,SBrkr,1606,Gd,6,Attchd,2006.0,871.0,TA,2009,180690.2748
1675,RL,6904,IR1,5,2005,Gable,PConc,1358.0,GasA,SBrkr,1358,Gd,6,Attchd,2005.0,484.0,TA,2009,163099.3096
1676,RL,5122,IR1,5,2005,Gable,PConc,1306.0,GasA,SBrkr,1306,Gd,5,Attchd,2005.0,624.0,TA,2009,140791.9225
1677,RL,10307,IR1,5,2007,Gable,PConc,1350.0,GasA,SBrkr,1358,Gd,6,Attchd,2008.0,484.0,TA,2009,166481.8665
1678,RL,14836,IR1,5,2004,Hip,PConc,2492.0,GasA,SBrkr,2492,Ex,8,Attchd,2004.0,949.0,TA,2009,172080.4345
1679,RL,15262,IR1,5,2003,Hip,PConc,2200.0,GasA,SBrkr,2200,Ex,8,Attchd,2003.0,685.0,TA,2009,191719.1617
1680,RL,7390,IR1,5,2008,Hip,PConc,1884.0,GasA,SBrkr,1884,Ex,6,Attchd,2008.0,649.0,TA,2009,160741.0986
1681,RL,6472,Reg,5,2008,Hip,PConc,1451.0,GasA,SBrkr,1456,Ex,6,Attchd,2008.0,539.0,TA,2009,157829.5469
1682,RL,16770,Reg,5,2002,Hip,PConc,1712.0,GasA,SBrkr,1712,Gd,8,Attchd,2002.0,701.0,TA,2009,196896.7486
1683,RL,3480,Reg,5,2003,Gable,PConc,1405.0,GasA,SBrkr,1405,Gd,6,Attchd,2003.0,478.0,TA,2009,159675.424
1684,RL,10928,Reg,5,2005,Gable,PConc,728.0,GasA,SBrkr,1456,Gd,8,Attchd,2005.0,390.0,TA,2009,182084.7909
1685,RL,8918,IR1,5,2005,Gable,PConc,745.0,GasA,SBrkr,1490,Gd,7,Attchd,2005.0,392.0,TA,2009,179233.9264
1686,RL,3182,Reg,5,2005,Gable,PConc,1220.0,GasA,SBrkr,1220,Gd,5,Attchd,2005.0,397.0,TA,2009,155774.2709
1687,RL,9434,IR1,5,2004,Gable,PConc,384.0,GasA,SBrkr,1374,Gd,6,BuiltIn,2004.0,400.0,TA,2009,181354.3267
1688,RL,7984,IR1,5,2004,Gable,PConc,868.0,GasA,SBrkr,1630,Gd,7,BuiltIn,2004.0,436.0,TA,2009,179605.5637
1689,RL,10125,IR1,5,2004,Gable,PConc,846.0,GasA,SBrkr,1594,Gd,7,Attchd,2004.0,434.0,TA,2009,181609.3487
1690,RL,8965,IR1,5,2003,Gable,PConc,782.0,GasA,SBrkr,1489,Gd,8,Attchd,2003.0,400.0,TA,2009,178221.5316
1691,RL,8174,IR1,5,2003,Gable,PConc,698.0,GasA,SBrkr,1342,Gd,7,Attchd,2003.0,393.0,TA,2009,175559.9207
1692,RL,12891,IR1,5,2002,Gable,PConc,870.0,GasA,SBrkr,2004,Gd,8,BuiltIn,2002.0,644.0,TA,2009,200328.8228
1693,RL,9734,IR1,5,2004,Gable,PConc,384.0,GasA,SBrkr,1374,Gd,7,BuiltIn,2004.0,400.0,TA,2009,178630.0606
1694,RL,8433,IR1,5,2000,Gable,PConc,794.0,GasA,SBrkr,1514,TA,7,Attchd,2000.0,394.0,TA,2009,177174.5352
1695,RL,7750,Reg,5,1999,Gable,PConc,384.0,GasA,SBrkr,1430,TA,7,BuiltIn,1999.0,400.0,TA,2009,172515.6874
1696,RL,15896,IR2,5,1999,Gable,PConc,1177.0,GasA,SBrkr,2312,Gd,8,BuiltIn,1999.0,658.0,TA,2009,204032.9929
1697,RL,7848,IR1,6,1999,Gable,PConc,384.0,GasA,SBrkr,1430,TA,7,BuiltIn,1999.0,410.0,TA,2009,176023.2328
1698,RL,12720,Reg,5,2000,Gable,PConc,1455.0,GasA,SBrkr,2687,Gd,10,BuiltIn,2000.0,810.0,TA,2009,202202.0733
1699,RL,10750,IR1,5,1994,Hip,PConc,2024.0,GasA,SBrkr,2063,Gd,7,Attchd,1994.0,815.0,TA,2009,181734.4801
1700,RL,9085,Reg,5,1995,Gable,PConc,1070.0,GasA,SBrkr,2061,Gd,7,Attchd,1995.0,647.0,TA,2009,183982.159
1701,RL,11692,IR1,5,1993,Gable,PConc,1173.0,GasA,SBrkr,2232,Gd,8,Attchd,1993.0,623.0,TA,2009,188007.9424
1702,RL,11194,IR1,5,2008,Gable,PConc,1696.0,GasA,SBrkr,1696,Gd,7,Attchd,2008.0,972.0,TA,2009,185922.9668
1703,RL,10206,Reg,5,2008,Gable,PConc,1614.0,GasA,SBrkr,1658,Gd,7,Attchd,2008.0,726.0,TA,2009,183978.5449
1704,RL,10130,Reg,5,2007,Gable,PConc,1702.0,GasA,SBrkr,1702,Gd,7,Attchd,2007.0,844.0,TA,2009,177199.6186
1705,RL,9139,IR1,5,2006,Hip,PConc,1422.0,GasA,SBrkr,1432,Gd,7,Attchd,2006.0,492.0,TA,2009,181878.648
1706,RL,11128,Reg,5,2005,Hip,PConc,2458.0,GasA,SBrkr,2490,Ex,9,Attchd,2005.0,795.0,TA,2009,173622.0887
1707,FV,7993,IR1,5,2008,Gable,PConc,1436.0,GasA,SBrkr,1436,Gd,6,Attchd,2008.0,529.0,TA,2009,180728.1686
1708,FV,8640,Reg,5,2008,Hip,PConc,1402.0,GasA,SBrkr,1402,Gd,7,Attchd,2008.0,625.0,TA,2009,176477.0266
1709,FV,12606,IR1,5,2007,Gable,PConc,1530.0,GasA,SBrkr,1530,Gd,7,Attchd,2008.0,984.0,TA,2009,184282.2667
1710,FV,7500,Reg,5,2006,Gable,PConc,1372.0,GasA,SBrkr,1448,Gd,6,Attchd,2006.0,692.0,TA,2009,162062.4754
1711,FV,10603,Reg,5,2006,Hip,PConc,900.0,GasA,SBrkr,1795,Gd,8,Attchd,2006.0,782.0,TA,2009,182550.071
1712,FV,8125,Reg,5,2008,Hip,PConc,1836.0,GasA,SBrkr,1836,Gd,8,Attchd,2009.0,517.0,TA,2009,180987.9496
1713,FV,10625,Reg,5,2006,Gable,PConc,1652.0,GasA,SBrkr,1662,Ex,8,Attchd,2006.0,711.0,TA,2009,178173.7976
1714,FV,8736,IR1,5,2003,Gable,PConc,1553.0,GasA,SBrkr,1553,Gd,6,Attchd,2003.0,588.0,TA,2009,179980.6359
1715,FV,8127,IR1,5,2003,Gable,PConc,812.0,GasA,SBrkr,1653,Gd,6,Attchd,2003.0,628.0,TA,2009,173257.6378
1716,RL,9605,Reg,6,2007,Gable,PConc,1218.0,GasA,SBrkr,1218,Gd,6,Detchd,2007.0,576.0,TA,2009,177271.2911
1717,RL,7500,Reg,5,2006,Gable,PConc,1141.0,GasA,SBrkr,1141,Gd,6,Detchd,2006.0,484.0,TA,2009,175338.3554
1719,RL,10628,IR1,5,2004,Gable,PConc,835.0,GasA,SBrkr,1812,Gd,8,BuiltIn,2004.0,478.0,TA,2009,175969.9166
1720,RL,10141,IR1,5,2004,Gable,PConc,1512.0,GasA,SBrkr,1512,Gd,6,Attchd,2004.0,845.0,TA,2009,175011.482
1721,RL,13072,Reg,5,2004,Gable,PConc,1114.0,GasA,SBrkr,1114,Gd,6,Detchd,2005.0,576.0,TA,2009,185199.3726
1723,RL,12450,Reg,5,2003,Gable,PConc,1114.0,GasA,SBrkr,1114,Gd,6,Detchd,2004.0,576.0,TA,2009,185080.1453
1724,RL,7328,Reg,5,2008,Gable,PConc,1450.0,GasA,SBrkr,1450,Gd,6,Attchd,2008.0,788.0,TA,2009,157304.4026
1725,RL,11492,IR1,5,1996,Gable,PConc,913.0,GasA,SBrkr,2122,Gd,8,Attchd,1997.0,559.0,TA,2009,194260.8595
1726,RL,7703,Reg,6,1992,Gable,PConc,816.0,GasA,SBrkr,1730,Gd,6,Attchd,1992.0,528.0,TA,2009,181262.33
1727,RL,7175,Reg,5,1990,Gable,PConc,1332.0,GasA,SBrkr,1332,Gd,5,Attchd,1990.0,542.0,TA,2009,157003.2927
1728,RL,9109,Reg,5,1994,Gable,PConc,754.0,GasA,SBrkr,1540,Gd,6,Attchd,1994.0,495.0,TA,2009,182924.4994
1729,RL,10274,IR1,7,1986,Gable,CBlock,676.0,GasA,SBrkr,1400,TA,6,Attchd,1986.0,465.0,TA,2009,181902.5864
1730,RL,8250,Reg,7,1981,Gable,Slab,0.0,GasA,SBrkr,1882,TA,8,Attchd,1981.0,612.0,TA,2009,188985.3717
1731,RL,9750,IR1,5,1962,Hip,CBlock,980.0,GasA,SBrkr,980,TA,5,Detchd,1969.0,400.0,TA,2009,185290.9045
1732,RL,8499,IR1,6,1961,Gable,CBlock,864.0,GasA,SBrkr,864,TA,5,Detchd,1982.0,732.0,TA,2009,177304.4258
1733,RL,9079,IR1,5,1961,Gable,CBlock,864.0,GasA,SBrkr,864,TA,5,Attchd,1961.0,440.0,TA,2009,166274.9005
1734,RL,9316,IR1,5,1965,Gable,CBlock,1024.0,GasA,SBrkr,1020,TA,5,Attchd,1965.0,288.0,TA,2009,177807.4205
1735,RL,7791,IR1,8,1963,Gable,CBlock,912.0,GasA,SBrkr,912,Gd,6,Attchd,1963.0,300.0,TA,2009,180330.6248
1736,RL,7150,Reg,6,1962,Gable,CBlock,912.0,GasA,SBrkr,912,TA,6,Attchd,1962.0,252.0,TA,2009,179069.1122
1737,RL,15676,IR1,8,1980,Gable,CBlock,2014.0,GasA,SBrkr,2014,Gd,6,Attchd,1980.0,864.0,TA,2009,175943.3718
1738,RL,11949,Reg,8,1991,Gable,PConc,975.0,GasA,SBrkr,1755,Gd,7,Attchd,1991.0,524.0,TA,2009,185199.0506
1739,FV,2880,Reg,5,2004,Gable,PConc,1376.0,GasA,SBrkr,3005,Gd,9,BuiltIn,2004.0,704.0,TA,2009,167350.9108
1740,FV,3830,IR1,5,2008,Gable,PConc,1726.0,GasA,SBrkr,1726,Gd,6,Attchd,2008.0,561.0,TA,2009,149315.3119
1741,FV,4217,IR1,5,2008,Gable,PConc,1145.0,GasA,SBrkr,1256,Gd,5,Attchd,2008.0,641.0,TA,2009,139010.8478
1742,FV,2998,Reg,5,2000,Gable,PConc,756.0,GasA,SBrkr,1512,Gd,4,Detchd,2000.0,440.0,TA,2009,155412.1518
1743,FV,3768,Reg,5,1999,Hip,PConc,691.0,GasA,SBrkr,1452,Gd,6,Detchd,1999.0,506.0,TA,2009,171308.314
1744,RL,14694,IR1,9,1977,Gable,CBlock,1694.0,GasA,SBrkr,1694,Ex,5,Attchd,1977.0,642.0,TA,2009,176220.5433
1745,RL,15417,Reg,5,1981,Gable,CBlock,1740.0,GasA,SBrkr,1740,Gd,7,Attchd,1981.0,540.0,TA,2009,177643.435
1746,RL,9600,Reg,5,1976,Gable,CBlock,392.0,GasA,SBrkr,2499,TA,5,Attchd,1976.0,527.0,TA,2009,187222.6533
1747,RL,12732,IR1,6,1974,Gable,CBlock,752.0,GasA,SBrkr,2067,Gd,7,Attchd,1974.0,784.0,TA,2009,185635.1321
1748,RL,10400,Reg,7,1967,Gable,PConc,932.0,GasA,SBrkr,2640,Gd,8,Attchd,1967.0,515.0,TA,2009,206492.5342
1749,RL,9600,Reg,5,1969,Gable,CBlock,1288.0,GasA,SBrkr,1336,TA,6,Attchd,1969.0,502.0,TA,2009,181681.0211
1750,RL,9000,Reg,5,1969,Gable,CBlock,1216.0,GasA,SBrkr,1216,TA,5,Attchd,1969.0,336.0,TA,2009,180500.1981
1751,RL,13774,IR1,7,1977,Hip,PConc,908.0,GasA,SBrkr,2288,Gd,8,Attchd,1977.0,520.0,TA,2009,206486.1709
1752,RL,7130,Reg,6,1967,Gable,PConc,864.0,GasA,SBrkr,864,TA,5,Attchd,1967.0,312.0,TA,2009,161334.3012
1753,RL,9600,Reg,5,1967,Hip,CBlock,1568.0,GasA,SBrkr,1568,TA,7,Attchd,1967.0,440.0,TA,2009,176156.5583
1754,RL,9600,Reg,5,1974,Gable,CBlock,1165.0,GasA,SBrkr,2061,TA,8,Attchd,1974.0,498.0,TA,2009,191642.2235
1755,RL,16500,Reg,5,1971,Hip,CBlock,1232.0,GasA,SBrkr,1320,TA,5,Attchd,1971.0,495.0,TA,2009,191945.808
1756,RL,7436,Reg,7,1960,Gable,CBlock,894.0,GasA,SBrkr,894,TA,5,Detchd,1988.0,396.0,TA,2009,164146.306
1757,RL,8125,Reg,7,1959,Hip,CBlock,864.0,GasA,SBrkr,864,TA,5,Detchd,1960.0,308.0,TA,2009,179883.0571
1758,RL,9450,IR1,5,1957,Gable,CBlock,1040.0,GasA,SBrkr,1362,TA,6,Attchd,1982.0,768.0,TA,2009,178071.1377
1759,RL,13495,IR1,6,1956,Gable,CBlock,1048.0,GasA,SBrkr,1728,TA,7,Detchd,1956.0,576.0,TA,2009,188241.6379
1760,RL,9350,Reg,6,1961,Gable,CBlock,1313.0,GasA,SBrkr,1313,Gd,6,Attchd,1961.0,610.0,TA,2009,174559.6562
1761,RL,10500,IR1,5,1964,Gable,CBlock,1292.0,GasA,SBrkr,1292,TA,6,Detchd,1964.0,520.0,TA,2009,182347.363
1762,RL,8970,IR1,6,1965,Gable,CBlock,744.0,GasA,SBrkr,2140,TA,7,Attchd,1965.0,549.0,TA,2009,191507.2519
